Data,Talhao,Cultura,Umidade_Solo_Pct,Precipitacao_mm,Temperatura_C,Fertilizante_kg_ha,Produtividade_kg_ha
2024-03-11,Talhão 05,Trigo,17.81,5.3,17.01,161.86,3399.62
2024-03-11,Talhão 10,Soja,19.12,9.35,28.9,155.24,2992.88
2024-03-11,Talhão 06,Milho,23.03,0.0,35.55,197.22,7237.39
2024-03-11,Talhão 03,Algodão,12.36,0.0,36.03,172.36,1413.86
2024-03-11,Talhão 01,Trigo,14.4,2.45,17.88,93.85,1517.92
2024-03-11,Talhão 04,Trigo,15.54,0.0,14.31,129.89,2724.54
2024-03-11,Talhão 06,Soja,16.7,0.0,22.22,137.64,2720.44
2024-03-12,Talhão 10,Milho,17.05,0.0,32.69,233.99,8972.47
2024-03-12,Talhão 04,Algodão,28.87,1.7,35.42,188.44,1798.52
2024-03-12,Talhão 03,Algodão,12.41,1.91,30.65,215.45,2117.91
2024-03-12,Talhão 03,Trigo,17.78,0.0,19.76,111.0,2593.08
2024-03-12,Talhão 09,Trigo,23.58,0.0,22.02,132.99,3035.82
2024-03-12,Talhão 06,Trigo,20.18,8.61,21.54,108.07,2653.85
2024-03-12,Talhão 05,Algodão,25.58,0.0,29.99,170.59,1505.14
2024-03-12,Talhão 02,Algodão,30.21,0.0,18.14,197.78,1511.29
2024-03-12,Talhão 04,Trigo,25.36,0.0,13.1,114.22,1691.11
2024-03-12,Talhão 05,Algodão,19.25,0.0,32.88,190.3,2273.91
2024-03-13,Talhão 03,Soja,13.79,0.0,23.81,159.37,2786.79
2024-03-13,Talhão 01,Milho,40.0,36.67,33.4,209.75,6468.33
2024-03-13,Talhão 01,Algodão,27.78,24.28,31.76,169.17,1588.67
2024-03-13,Talhão 03,Milho,24.38,0.0,30.7,197.91,7892.9
2024-03-13,Talhão 06,Soja,19.2,0.0,28.37,170.78,3450.51
2024-03-13,Talhão 05,Soja,25.51,0.0,19.67,175.74,2558.41
2024-03-13,Talhão 01,Trigo,24.3,5.96,25.01,103.95,2174.83
2024-03-13,Talhão 06,Algodão,23.48,0.0,27.23,186.22,1992.24
2024-03-13,Talhão 06,Soja,13.25,0.0,28.6,152.29,2592.24
2024-03-13,Talhão 02,Soja,24.12,0.0,37.57,166.58,2752.5
2024-03-14,Talhão 04,Trigo,16.29,5.05,18.02,121.45,2614.73
2024-03-14,Talhão 06,Algodão,24.96,0.0,27.31,148.97,1788.91
2024-03-14,Talhão 10,Soja,26.99,0.0,28.74,166.86,2751.31
2024-03-14,Talhão 07,Milho,18.29,0.0,23.65,217.0,8462.66
2024-03-14,Talhão 01,Algodão,22.33,0.0,24.27,186.46,2146.12
2024-03-14,Talhão 06,Soja,25.19,0.58,28.54,162.75,2626.23
2024-03-14,Talhão 04,Soja,18.31,0.0,24.76,163.12,3532.26
2024-03-14,Talhão 08,Milho,20.67,0.0,25.51,213.3,8537.6
2024-03-14,Talhão 03,Milho,24.59,0.0,28.86,199.49,8460.37
2024-03-14,Talhão 04,Algodão,26.26,0.0,29.21,175.67,1717.45
2024-03-15,Talhão 02,Soja,22.72,0.0,18.37,130.31,2470.05
2024-03-15,Talhão 01,Trigo,15.32,0.0,17.05,147.17,3196.29
2024-03-15,Talhão 03,Milho,22.22,7.87,36.43,196.93,6934.06
2024-03-15,Talhão 02,Milho,15.52,0.0,26.4,194.78,7889.35
2024-03-15,Talhão 03,Soja,15.6,0.0,15.75,149.71,2581.67
2024-03-15,Talhão 01,Algodão,19.86,3.22,27.65,190.1,2174.97
2024-03-15,Talhão 02,Trigo,5.32,0.0,16.94,122.7,2072.71
2024-03-15,Talhão 10,Milho,20.97,2.74,31.44,190.42,7764.9
2024-03-15,Talhão 02,Soja,14.98,0.0,22.76,162.95,2760.81
2024-03-15,Talhão 04,Milho,33.23,27.4,23.48,216.38,6707.3
2024-03-16,Talhão 04,Milho,16.25,0.0,27.24,195.79,8180.53
2024-03-16,Talhão 02,Trigo,22.79,7.38,17.46,133.09,2881.33
2024-03-16,Talhão 10,Soja,18.8,0.0,22.95,159.5,2998.84
2024-03-16,Talhão 03,Soja,23.16,15.44,27.02,133.95,2636.14
2024-03-16,Talhão 05,Milho,19.12,4.48,28.79,200.0,8530.32
2024-03-16,Talhão 06,Milho,20.05,0.0,28.71,194.45,8275.16
2024-03-16,Talhão 10,Soja,24.69,0.0,23.92,126.72,2828.2
2024-03-16,Talhão 05,Trigo,22.45,0.0,18.27,102.49,2423.63
2024-03-16,Talhão 08,Milho,17.44,0.0,35.21,176.58,6649.76
2024-03-16,Talhão 02,Milho,24.23,0.0,32.16,192.74,7568.69
2024-03-17,Talhão 07,Algodão,22.07,0.0,23.22,201.92,2175.8
2024-03-17,Talhão 10,Soja,18.02,0.0,28.0,136.42,2444.12
2024-03-17,Talhão 02,Soja,29.85,6.54,17.68,205.38,2932.37
2024-03-17,Talhão 01,Milho,31.36,8.82,26.87,172.15,5717.41
2024-03-17,Talhão 07,Milho,19.14,0.0,29.41,200.91,8360.35
2024-03-17,Talhão 03,Milho,20.62,0.0,22.63,204.92,7692.74
2024-03-17,Talhão 09,Milho,23.44,0.0,24.54,214.37,8464.98
2024-03-17,Talhão 03,Milho,6.89,0.0,30.79,213.05,6675.79
2024-03-17,Talhão 03,Milho,31.16,15.0,21.71,220.65,6714.74
2024-03-17,Talhão 02,Trigo,17.12,0.0,18.84,137.95,3257.42
2024-03-18,Talhão 03,Trigo,11.97,0.0,16.74,118.35,2089.35
2024-03-18,Talhão 02,Trigo,21.35,0.0,18.53,130.2,3075.98
2024-03-18,Talhão 01,Soja,24.8,0.0,17.52,163.33,3020.82
2024-03-18,Talhão 05,Algodão,26.25,6.61,29.38,189.8,1887.77
2024-03-18,Talhão 08,Milho,21.78,0.0,30.05,202.53,8137.1
2024-03-18,Talhão 01,Algodão,20.56,0.0,33.61,139.34,1791.18
2024-03-18,Talhão 06,Trigo,33.31,6.64,20.17,128.13,2287.32
2024-03-18,Talhão 03,Soja,24.79,0.0,26.45,150.44,3171.7
2024-03-18,Talhão 05,Milho,32.02,17.03,21.17,200.03,5914.21
2024-03-18,Talhão 08,Trigo,21.91,0.0,17.23,102.63,2271.9
2024-03-19,Talhão 10,Algodão,20.4,0.0,29.36,188.74,2288.38
2024-03-19,Talhão 02,Algodão,13.68,0.0,33.31,193.44,1804.78
2024-03-19,Talhão 01,Milho,25.12,0.0,29.31,176.34,5813.66
2024-03-19,Talhão 02,Soja,21.33,0.0,22.98,162.91,3336.9
2024-03-19,Talhão 04,Milho,26.01,0.0,27.88,224.17,7600.06
2024-03-19,Talhão 07,Trigo,15.11,0.0,11.55,89.89,1784.77
2024-03-19,Talhão 03,Trigo,19.15,0.0,9.55,102.31,1836.17
2024-03-19,Talhão 01,Trigo,21.85,0.0,23.67,115.25,2442.46
2024-03-19,Talhão 05,Milho,15.35,0.0,21.98,164.17,6134.6
2024-03-19,Talhão 09,Milho,17.1,0.0,29.12,163.22,6771.83
2024-03-20,Talhão 07,Soja,37.64,11.5,19.67,159.18,2381.73
2024-03-20,Talhão 08,Algodão,13.36,0.0,29.86,178.75,1766.84
2024-03-20,Talhão 04,Milho,17.88,0.0,12.76,204.29,6210.92
2024-03-20,Talhão 05,Trigo,23.1,0.0,22.94,103.79,2232.94
2024-03-20,Talhão 05,Soja,28.01,0.0,26.24,163.71,2710.62
2024-03-20,Talhão 07,Algodão,27.02,0.0,29.22,168.76,1672.26
2024-03-20,Talhão 02,Milho,23.15,8.67,39.69,187.27,6103.85
2024-03-20,Talhão 08,Trigo,40.0,54.3,14.84,118.35,2191.06
2024-03-20,Talhão 04,Trigo,18.81,0.0,12.94,93.27,1970.37
2024-03-20,Talhão 08,Algodão,12.97,0.0,25.84,183.69,1745.02
2024-03-21,Talhão 02,Milho,28.98,0.0,28.31,195.0,6500.41
2024-03-21,Talhão 01,Trigo,24.84,0.0,16.59,128.9,2722.88
2024-03-21,Talhão 08,Milho,22.38,0.0,23.74,191.51,7495.23
2024-03-21,Talhão 08,Trigo,33.85,26.13,11.43,80.29,1224.21
2024-03-21,Talhão 08,Trigo,19.95,0.0,14.68,144.18,2940.0
2024-03-21,Talhão 01,Milho,14.91,0.0,26.04,207.62,6737.93
2024-03-21,Talhão 08,Trigo,25.96,0.0,17.67,116.0,2005.35
2024-03-21,Talhão 09,Algodão,19.99,0.0,29.11,186.5,2231.07
2024-03-21,Talhão 03,Trigo,10.82,0.0,14.93,97.67,1703.45
2024-03-21,Talhão 02,Milho,28.83,0.0,28.01,191.57,6467.27
2024-03-22,Talhão 09,Trigo,17.35,3.39,20.6,104.89,2383.89
2024-03-22,Talhão 04,Algodão,25.13,0.0,29.64,176.65,1578.32
2024-03-22,Talhão 02,Trigo,13.0,0.0,24.91,164.11,2882.3
2024-03-22,Talhão 07,Trigo,14.41,2.17,16.3,124.8,2282.65
2024-03-22,Talhão 01,Algodão,9.49,0.0,24.97,181.69,1503.17
2024-03-22,Talhão 10,Milho,22.05,12.65,33.31,220.2,8243.75
2024-03-22,Talhão 08,Milho,16.56,0.0,33.17,230.57,8778.26
2024-03-22,Talhão 06,Trigo,15.24,0.0,9.64,147.57,2741.32
2024-03-22,Talhão 01,Soja,21.45,0.0,35.22,155.74,2628.87
2024-03-22,Talhão 05,Milho,20.35,0.0,26.89,260.29,10880.64
2024-03-23,Talhão 09,Algodão,22.83,0.0,29.43,186.25,2428.54
2024-03-23,Talhão 07,Soja,15.76,0.0,29.04,146.55,2737.84
2024-03-23,Talhão 08,Algodão,29.17,5.41,36.72,176.54,1461.42
2024-03-23,Talhão 08,Soja,17.36,0.0,27.08,161.76,3300.88
2024-03-23,Talhão 02,Soja,28.53,23.65,19.93,193.46,3036.54
2024-03-23,Talhão 02,Trigo,25.93,0.0,22.61,95.71,1739.12
2024-03-23,Talhão 09,Soja,28.47,0.55,28.06,170.86,2873.88
2024-03-23,Talhão 07,Algodão,31.93,3.28,34.58,163.16,1462.4
2024-03-23,Talhão 01,Trigo,26.98,3.26,24.14,78.51,1341.97
2024-03-23,Talhão 07,Trigo,25.3,2.28,22.15,113.49,2101.53
2024-03-24,Talhão 06,Milho,20.1,0.0,31.55,218.8,8600.4
2024-03-24,Talhão 01,Algodão,13.29,0.0,28.32,182.86,1750.69
2024-03-24,Talhão 06,Milho,11.2,0.0,32.67,185.61,5868.57
2024-03-24,Talhão 09,Trigo,21.3,2.91,13.3,103.83,2096.39
2024-03-24,Talhão 06,Algodão,37.97,20.73,24.43,200.61,1843.43
2024-03-24,Talhão 08,Algodão,22.86,0.0,24.49,145.81,1530.04
2024-03-24,Talhão 02,Milho,18.61,0.0,31.13,172.16,7028.51
2024-03-24,Talhão 06,Trigo,15.85,0.0,13.62,104.66,2137.24
2024-03-24,Talhão 01,Trigo,23.6,0.0,15.55,124.48,2786.86
2024-03-24,Talhão 02,Trigo,20.23,0.0,14.85,124.93,2515.36
2024-03-25,Talhão 02,Soja,15.4,4.84,24.8,183.47,3839.41
2024-03-25,Talhão 10,Algodão,18.52,1.4,23.1,174.85,1835.03
2024-03-25,Talhão 10,Soja,31.39,18.4,25.51,151.81,2537.96
2024-03-25,Talhão 04,Trigo,22.31,0.0,11.46,146.97,2914.65
2024-03-25,Talhão 07,Algodão,21.32,0.0,38.46,191.43,1940.21
2024-03-25,Talhão 07,Soja,22.66,0.83,26.26,169.04,3477.91
2024-03-25,Talhão 09,Milho,16.25,0.0,26.3,185.53,7617.26
2024-03-25,Talhão 02,Algodão,20.42,0.0,31.6,184.87,1977.75
2024-03-25,Talhão 09,Soja,26.06,0.0,30.31,167.17,2633.5
2024-03-25,Talhão 01,Soja,19.26,0.0,15.61,162.58,2781.46
2024-03-26,Talhão 01,Milho,28.29,0.0,20.57,209.82,6026.27
2024-03-26,Talhão 05,Soja,30.29,7.98,18.58,124.85,1839.19
2024-03-26,Talhão 01,Soja,20.61,6.99,24.19,162.92,3444.51
2024-03-26,Talhão 06,Trigo,20.42,0.0,5.58,100.43,1768.08
2024-03-26,Talhão 09,Trigo,15.46,0.0,22.75,71.51,1539.17
2024-03-26,Talhão 01,Trigo,24.14,0.0,31.91,122.11,2309.36
2024-03-26,Talhão 10,Milho,16.45,3.69,28.54,207.21,8762.39
2024-03-26,Talhão 05,Milho,30.08,0.0,29.77,168.79,5717.22
2024-03-26,Talhão 08,Algodão,10.39,0.0,31.21,194.02,1924.39
2024-03-26,Talhão 04,Milho,24.79,0.0,31.0,185.3,7569.21
2024-03-27,Talhão 04,Algodão,30.34,0.0,31.54,193.53,1807.1
2024-03-27,Talhão 07,Soja,23.69,15.81,24.49,169.44,3576.55
2024-03-27,Talhão 04,Trigo,23.77,0.93,21.55,111.98,2613.53
2024-03-27,Talhão 08,Milho,12.59,0.0,25.67,183.69,5913.86
2024-03-27,Talhão 01,Milho,17.41,0.0,33.67,187.1,7148.75
2024-03-27,Talhão 04,Algodão,24.94,3.27,29.19,197.49,2409.21
2024-03-27,Talhão 08,Trigo,23.62,0.0,13.32,162.29,3318.39
2024-03-27,Talhão 01,Algodão,23.92,0.0,27.95,192.2,2044.84
2024-03-27,Talhão 04,Milho,23.3,0.0,24.79,205.54,8311.17
2024-03-27,Talhão 10,Algodão,12.01,0.0,36.23,201.82,1698.32
2024-03-28,Talhão 01,Soja,15.91,0.0,20.51,149.52,2690.3
2024-03-28,Talhão 06,Milho,21.29,0.0,29.42,197.42,8066.82
2024-03-28,Talhão 07,Trigo,16.27,0.0,24.87,114.55,2535.95
2024-03-28,Talhão 01,Trigo,16.72,0.0,18.7,89.8,2018.75
2024-03-28,Talhão 09,Milho,17.74,0.0,23.08,221.68,8515.09
2024-03-28,Talhão 10,Soja,40.0,83.0,24.14,138.39,2355.08
2024-03-28,Talhão 09,Algodão,19.08,0.0,36.13,164.57,1715.07
2024-03-28,Talhão 06,Soja,35.12,36.92,29.56,158.7,2430.99
2024-03-28,Talhão 10,Trigo,22.14,0.0,14.73,139.99,2832.48
2024-03-28,Talhão 02,Milho,17.57,0.0,27.21,160.02,6696.5
2024-03-29,Talhão 04,Milho,25.46,0.0,28.97,183.78,6091.1
2024-03-29,Talhão 01,Soja,20.5,3.75,15.96,151.24,2550.62
2024-03-29,Talhão 10,Trigo,20.25,13.45,7.88,83.22,1389.69
2024-03-29,Talhão 02,Soja,22.85,0.0,30.26,151.07,2816.94
2024-03-29,Talhão 10,Soja,35.43,26.9,31.27,165.06,2545.81
2024-03-29,Talhão 02,Milho,16.44,0.0,28.14,193.35,8298.49
2024-03-29,Talhão 08,Milho,12.44,0.0,34.76,192.9,5542.49
2024-03-29,Talhão 04,Soja,20.81,0.0,21.5,171.84,3261.91
2024-03-29,Talhão 09,Trigo,27.07,0.0,12.9,124.05,2010.68
2024-03-29,Talhão 10,Soja,15.52,0.0,28.22,133.3,2614.12
2024-03-30,Talhão 03,Soja,16.38,0.0,26.04,145.89,3159.51
2024-03-30,Talhão 02,Milho,16.63,0.0,30.93,185.81,7498.05
2024-03-30,Talhão 07,Trigo,20.89,2.32,23.42,100.4,2142.98
2024-03-30,Talhão 02,Algodão,21.96,4.84,34.63,199.28,2208.08
2024-03-30,Talhão 10,Trigo,17.89,0.0,12.72,122.14,2400.3
2024-03-30,Talhão 03,Trigo,21.8,0.0,22.09,126.84,2829.64
2024-03-30,Talhão 04,Algodão,33.19,11.16,23.82,161.41,1390.48
2024-03-30,Talhão 05,Trigo,25.7,0.0,30.0,154.09,2190.51
2024-03-30,Talhão 10,Milho,30.81,0.0,28.81,198.43,6572.37
2024-03-30,Talhão 10,Trigo,27.94,0.0,19.94,125.87,2371.66
2024-03-31,Talhão 04,Algodão,21.91,0.0,37.58,188.26,1922.96
2024-03-31,Talhão 02,Soja,13.55,0.0,11.9,140.35,1877.88
2024-03-31,Talhão 05,Soja,20.18,0.0,25.41,160.58,3385.57
2024-03-31,Talhão 02,Algodão,25.94,19.0,38.7,161.24,1281.46
2024-03-31,Talhão 10,Milho,26.78,3.46,37.34,191.96,5197.31
2024-03-31,Talhão 04,Milho,15.87,0.0,29.94,182.37,7582.5
2024-03-31,Talhão 09,Milho,19.62,0.0,33.26,189.89,7338.04
2024-03-31,Talhão 04,Soja,16.08,0.0,21.07,152.71,3074.36
2024-03-31,Talhão 09,Milho,23.36,0.0,26.74,210.09,8766.47
2024-03-31,Talhão 09,Trigo,8.73,0.0,23.07,105.08,1774.9
2024-04-01,Talhão 03,Soja,24.31,0.0,21.89,172.37,3450.18
2024-04-01,Talhão 09,Soja,20.78,8.0,23.9,159.23,3452.36
2024-04-01,Talhão 04,Soja,23.9,0.0,21.96,172.14,3435.01
2024-04-01,Talhão 02,Milho,8.43,0.0,36.49,190.16,5500.25
2024-04-01,Talhão 09,Milho,24.13,1.46,33.15,225.13,8562.29
2024-04-01,Talhão 09,Algodão,18.76,0.0,21.26,177.71,1891.31
2024-04-01,Talhão 01,Milho,21.85,1.4,38.09,191.43,6503.09
2024-04-01,Talhão 02,Milho,18.13,0.0,26.28,239.51,9720.77
2024-04-01,Talhão 05,Milho,20.13,0.0,27.13,180.09,7288.09
2024-04-01,Talhão 02,Trigo,17.81,0.0,20.42,119.85,2793.09
2024-04-02,Talhão 01,Soja,19.07,0.0,24.61,159.03,3465.26
2024-04-02,Talhão 07,Soja,15.12,0.0,22.04,157.07,3359.29
2024-04-02,Talhão 07,Trigo,21.1,0.0,22.09,121.54,2578.63
2024-04-02,Talhão 08,Trigo,29.49,1.31,23.3,140.77,2463.75
2024-04-02,Talhão 10,Milho,19.84,0.0,24.12,207.81,8130.6
2024-04-02,Talhão 07,Milho,17.72,0.0,37.97,234.32,7963.18
2024-04-02,Talhão 09,Soja,25.56,0.0,32.44,135.19,2050.32
2024-04-02,Talhão 09,Algodão,21.36,0.0,34.21,175.52,1915.61
2024-04-02,Talhão 03,Soja,19.65,8.78,21.01,109.81,2165.17
2024-04-02,Talhão 06,Trigo,15.52,0.0,25.01,119.97,2631.42
2024-04-03,Talhão 03,Soja,26.99,0.0,32.82,133.67,2018.07
2024-04-03,Talhão 03,Algodão,25.64,0.0,27.37,182.08,1718.17
2024-04-03,Talhão 02,Trigo,15.94,1.45,11.8,116.89,2081.61
2024-04-03,Talhão 09,Algodão,19.42,0.0,23.47,186.66,1963.9
2024-04-03,Talhão 09,Milho,24.0,7.8,21.41,207.19,7594.46
2024-04-03,Talhão 08,Milho,22.54,0.0,27.26,179.86,7535.04
2024-04-03,Talhão 09,Algodão,16.31,0.0,27.12,205.1,2312.5
2024-04-03,Talhão 08,Milho,16.21,0.0,25.32,206.63,8206.86
2024-04-03,Talhão 05,Soja,20.23,0.0,27.21,159.96,3265.8
2024-04-03,Talhão 08,Soja,23.06,0.0,24.48,138.18,2909.47
2024-04-04,Talhão 09,Algodão,9.57,0.0,28.28,187.48,1855.35
2024-04-04,Talhão 02,Trigo,24.42,0.58,28.08,175.25,3273.01
2024-04-04,Talhão 01,Trigo,23.86,26.51,16.84,93.4,2204.11
2024-04-04,Talhão 01,Trigo,17.26,0.0,24.99,143.34,2928.55
2024-04-04,Talhão 05,Algodão,16.93,0.0,29.65,163.83,2177.11
2024-04-04,Talhão 01,Soja,29.75,0.0,31.47,156.77,2230.21
2024-04-04,Talhão 09,Milho,23.11,0.0,28.38,201.11,8536.54
2024-04-04,Talhão 01,Soja,34.2,10.59,30.47,155.39,2353.09
2024-04-04,Talhão 09,Trigo,24.5,0.0,12.85,109.34,2207.48
2024-04-04,Talhão 02,Algodão,29.15,0.0,29.15,176.12,1576.41
2024-04-05,Talhão 01,Trigo,21.32,0.0,15.32,112.74,2434.36
2024-04-05,Talhão 09,Trigo,20.92,0.0,18.05,133.95,2919.84
2024-04-05,Talhão 09,Algodão,23.49,0.0,30.15,196.98,2273.09
2024-04-05,Talhão 04,Trigo,25.17,0.0,17.65,150.59,2782.91
2024-04-05,Talhão 03,Algodão,19.47,0.0,28.58,154.87,1855.76
2024-04-05,Talhão 04,Algodão,21.83,6.05,31.48,203.54,2427.98
2024-04-05,Talhão 01,Trigo,8.31,0.0,19.38,142.06,2763.04
2024-04-05,Talhão 10,Soja,23.42,0.0,12.82,147.17,2290.7
2024-04-05,Talhão 08,Milho,21.34,0.0,28.17,187.01,7893.31
2024-04-05,Talhão 01,Milho,15.27,0.0,37.31,203.21,7165.24
2024-04-06,Talhão 05,Algodão,21.11,0.0,28.69,157.6,1982.58
2024-04-06,Talhão 01,Algodão,14.07,0.0,29.47,188.12,2082.18
2024-04-06,Talhão 03,Milho,18.95,0.0,25.32,161.06,6388.64
2024-04-06,Talhão 01,Soja,16.14,3.55,30.43,145.91,2758.39
2024-04-06,Talhão 08,Algodão,27.86,0.0,25.47,135.53,1153.19
2024-04-06,Talhão 01,Trigo,13.71,0.0,25.41,113.3,1706.7
2024-04-06,Talhão 05,Milho,21.09,0.0,27.21,186.93,7779.86
2024-04-06,Talhão 10,Milho,30.21,8.15,21.2,215.68,6209.0
2024-04-06,Talhão 05,Milho,17.76,0.0,19.74,170.42,6214.0
2024-04-06,Talhão 06,Algodão,24.63,8.15,27.71,181.86,2131.3
2024-04-07,Talhão 03,Milho,25.12,0.0,22.61,233.91,7166.11
2024-04-07,Talhão 04,Milho,14.37,0.0,28.69,192.15,6463.9
2024-04-07,Talhão 01,Milho,19.57,0.0,30.53,197.62,7983.39
2024-04-07,Talhão 06,Soja,11.04,0.82,28.99,162.92,2448.72
2024-04-07,Talhão 04,Trigo,17.37,5.36,20.82,139.91,3049.9
2024-04-07,Talhão 01,Trigo,22.02,0.0,25.9,134.92,2708.63
2024-04-07,Talhão 03,Trigo,8.43,0.0,20.51,103.21,2038.98
2024-04-07,Talhão 03,Milho,31.16,0.0,34.22,193.0,5725.14
2024-04-07,Talhão 03,Soja,18.32,12.08,25.01,137.98,3059.78
2024-04-07,Talhão 10,Soja,17.87,0.0,18.82,152.73,2857.88
2024-04-08,Talhão 10,Soja,31.93,29.13,28.52,184.69,2832.89
2024-04-08,Talhão 08,Soja,30.53,0.0,20.94,214.8,3457.61
2024-04-08,Talhão 10,Trigo,26.12,0.0,24.26,120.05,2231.11
2024-04-08,Talhão 08,Trigo,18.11,0.0,19.46,128.94,2912.03
2024-04-08,Talhão 04,Algodão,23.8,0.0,29.9,164.75,2147.98
2024-04-08,Talhão 06,Soja,25.09,0.0,30.95,123.79,1805.95
2024-04-08,Talhão 01,Soja,19.59,0.0,28.31,152.22,3046.51
2024-04-08,Talhão 08,Algodão,15.63,0.0,33.82,190.09,2088.7
2024-04-08,Talhão 01,Algodão,13.91,0.0,35.76,150.03,1412.23
2024-04-08,Talhão 07,Milho,19.79,5.06,23.29,193.58,7293.42
2024-04-09,Talhão 01,Soja,26.4,8.34,24.71,159.58,2621.38
2024-04-09,Talhão 09,Milho,21.53,0.0,31.95,204.99,8063.08
2024-04-09,Talhão 04,Soja,30.34,11.01,16.82,147.78,2080.51
2024-04-09,Talhão 07,Algodão,17.93,0.0,29.78,147.32,1750.28
2024-04-09,Talhão 06,Trigo,21.59,0.0,15.7,141.08,3078.62
2024-04-09,Talhão 02,Soja,32.99,16.5,25.84,148.1,2477.42
2024-04-09,Talhão 09,Algodão,25.36,3.55,32.32,202.67,1768.37
2024-04-09,Talhão 03,Trigo,22.57,0.0,23.8,107.01,2359.74
2024-04-09,Talhão 08,Algodão,25.35,7.4,30.04,159.57,1467.57
2024-04-09,Talhão 08,Algodão,13.9,0.0,31.48,179.89,1878.29
2024-04-10,Talhão 02,Algodão,18.65,8.43,32.03,167.11,2002.26
2024-04-10,Talhão 03,Trigo,21.12,0.0,14.94,138.08,2794.99
2024-04-10,Talhão 05,Soja,17.55,0.0,25.32,138.02,3036.64
2024-04-10,Talhão 06,Trigo,19.93,0.0,18.23,106.38,2206.65
2024-04-10,Talhão 06,Milho,19.8,0.0,29.32,207.97,8629.65
2024-04-10,Talhão 08,Milho,19.55,7.82,27.19,177.13,7414.42
2024-04-10,Talhão 08,Soja,21.14,0.0,28.53,138.24,2763.96
2024-04-10,Talhão 05,Trigo,25.31,0.0,15.52,96.54,1676.13
2024-04-10,Talhão 02,Milho,22.27,0.0,23.23,195.86,7426.94
2024-04-10,Talhão 01,Milho,35.54,22.24,23.77,209.25,6389.06
2024-04-11,Talhão 08,Soja,16.11,0.0,32.65,121.17,2271.99
2024-04-11,Talhão 07,Algodão,17.26,0.0,31.51,159.92,1979.07
2024-04-11,Talhão 05,Milho,15.93,0.0,31.76,192.06,7706.99
2024-04-11,Talhão 10,Milho,24.42,0.0,20.94,179.9,6461.96
2024-04-11,Talhão 07,Algodão,25.91,0.0,30.0,150.57,1404.88
2024-04-11,Talhão 01,Trigo,20.78,0.0,23.28,100.3,2243.55
2024-04-11,Talhão 01,Trigo,26.97,0.0,18.93,100.0,1673.87
2024-04-11,Talhão 02,Trigo,23.05,0.0,17.69,112.21,2735.62
2024-04-11,Talhão 09,Trigo,11.03,0.0,25.65,108.59,1818.19
2024-04-11,Talhão 02,Soja,21.7,0.0,33.92,144.8,2407.72
2024-04-12,Talhão 04,Soja,18.94,0.36,20.08,191.57,3720.53
2024-04-12,Talhão 03,Soja,15.99,0.0,12.68,137.25,2246.67
2024-04-12,Talhão 08,Algodão,23.04,0.34,27.72,154.44,1876.12
2024-04-12,Talhão 08,Algodão,19.25,0.0,16.44,169.79,1474.59
2024-04-12,Talhão 07,Milho,27.2,0.0,18.6,194.34,5237.01
2024-04-12,Talhão 04,Algodão,18.91,13.83,33.95,200.58,2099.15
2024-04-12,Talhão 02,Trigo,13.94,0.0,27.9,118.73,1800.25
2024-04-12,Talhão 01,Trigo,22.8,0.0,17.48,102.13,2098.79
2024-04-12,Talhão 01,Soja,22.37,6.6,23.24,120.32,2299.43
2024-04-12,Talhão 03,Milho,19.87,6.51,33.43,198.24,7488.56
2024-04-13,Talhão 09,Algodão,10.22,5.33,29.08,167.37,1611.66
2024-04-13,Talhão 01,Soja,14.41,0.0,28.96,145.67,2195.36
2024-04-13,Talhão 01,Algodão,22.81,0.0,25.74,167.9,1926.91
2024-04-13,Talhão 04,Soja,17.36,0.0,24.69,189.17,4094.16
2024-04-13,Talhão 09,Soja,25.56,0.0,28.14,170.23,2791.63
2024-04-13,Talhão 06,Algodão,27.3,0.0,32.4,197.77,2001.78
2024-04-13,Talhão 03,Milho,19.38,0.0,27.03,195.21,8203.13
2024-04-13,Talhão 09,Soja,29.08,5.93,27.32,146.47,2188.45
2024-04-13,Talhão 03,Soja,22.18,0.0,27.53,134.92,2642.23
2024-04-13,Talhão 02,Milho,17.07,0.0,26.27,217.62,8918.42
2024-04-14,Talhão 04,Soja,25.64,0.0,29.79,152.52,2431.25
2024-04-14,Talhão 08,Trigo,24.28,0.0,15.95,161.48,3383.74
2024-04-14,Talhão 03,Trigo,23.58,0.0,25.51,103.65,2372.48
2024-04-14,Talhão 05,Milho,22.6,5.28,34.17,190.17,6944.04
2024-04-14,Talhão 05,Trigo,14.44,4.36,20.69,94.35,1808.41
2024-04-14,Talhão 09,Algodão,22.62,0.0,32.07,182.91,2278.89
2024-04-14,Talhão 07,Soja,20.21,1.08,28.42,165.48,3350.37
2024-04-14,Talhão 03,Soja,25.08,11.81,24.28,141.35,2505.06
2024-04-14,Talhão 06,Trigo,12.08,0.0,19.42,92.92,1788.03
2024-04-14,Talhão 05,Soja,17.25,0.0,28.37,139.57,2740.3
2024-04-15,Talhão 01,Milho,17.41,0.0,26.98,233.62,9767.36
2024-04-15,Talhão 10,Algodão,28.09,22.35,36.18,209.39,1543.28
2024-04-15,Talhão 07,Algodão,22.77,0.0,27.87,154.0,1740.48
2024-04-15,Talhão 06,Milho,20.36,0.0,32.53,194.87,7397.55
2024-04-15,Talhão 01,Trigo,24.0,9.27,17.42,119.51,2502.73
